School Name,Principal Name,Other Contacts,Email,Phone Number,Website,State/City
The Indian School,Ms. Tania Joshi,,contactus@theindianschool.in,9810576830,,delhi
the infinity school noida,,Rashmi,,97184 22097,,Noida
The International School Of Bombay,Deepmala Jain,,theisb.in@gmail.com,- 07738240336-,https://www.theisb.in,"INDORE, Madhya Pradesh"
The Jain International School,Shikha Srivastava,,jgisantosh@gmail.com,0240- 6450244-,,"AURANGABAD, Maharashtra"
The Juniors'College English Medium Co-Ed School,Mr Rajesh Rathore,,rajarathore85@gmail.com,0731- 2895200-,,"INDORE, Madhya Pradesh"
The Kalyani School,Nirmal Waddan,,info@thekalyanischool.com,020- 08149117666-,http://www.thekalyanischool.com,"PUNE, Maharashtra"
The Krishna Valley School,Mrs Deepti Mishra,,valleykrishna11@gmail.com,0755- 07611106206-,www.thekrishnavalleyschol.com,"RAISEN, Madhya Pradesh"
THE LAWRENCE SCHOOL,VINAY PANDE,,,,,"Sanawar, Distt. Solan"
The Learning Stem International School,Kaushal Singh,,tlspipariya@gmail.com,- 9109694002-,www.learningstemeducation.in,"HOSHANGABAD, Madhya Pradesh"
The Lexicon International School,Anju Luthra,,ptlis@lexiconedu.in,020- 65303160-,http://www.lexicon.edu.in,"PUNE, Maharashtra"
The Lexicon International School Kalyaninagar,Ruchi Masih,,principal_kln@lexiconedu.in,020- 02026655812-,http://kalyaninagar.lexiconedu.in/,"PUNE, Maharashtra"
The Lexicon School,Dr Annapurna Lilly Bipinraj,,admintls@lexiconedu.in,020- 02026982762--,http://lexiconedu.in,"PUNE, Maharashtra"
The Manglam School,Mrs Swati Rahatekar,,abhimanyumanglam@gmail.com,- 07480224604-,http://www.themanglamschool.org,"RAISEN, Madhya Pradesh"
The mann school,srinivas sriram,,info@themannschool.com,9940198610 7777041041,,Gurugram
"The Mann School, Delhi",Mr. Srinivasan Sriram,"Joginder Mann, Chaiperson",info@themannschool.com,,,Delhi
THE MANTHAN SCHOOL,poonam,Anjali Malhotra,saaranjali@gmail.com,7388898026,,Noida
The Manvendra Global School,Girija Swami,,hr.themanvendraglobalschool@gmail.com,- 07512970190-,www.themanvendraglobalschool.com,"GWALIOR, Madhya Pradesh"
The Maurya School,,Ritu Kumar,,9811434655,,Gurugram
"The Mayoor School, Bhopal",Nishi Mishra,,mayoorbhopal@gmail.com,- 0755-6462029-,http://www.themayoorschoolbhopal.com,"BHOPAL, Madhya Pradesh"
The Millennium School,,"Lalita, Teacher",principal.noida119@themillenniumschools.com,"9958889650, 9711567410",,"Noida, Noida (Sector 119)(2133481)"
The Millennium School Indore,Mrs Sangeeta Uppal,,principal.indore@themillenniumschools.com,0731- 3091555-,http://www.themillenniumschools.com,"INDORE, Madhya Pradesh"
The Millennium School Surat,Monica Khurana,,info@themillenniumschoolsurat.org,91- 8980400333-,http://www.themillenniumschools.com/tmssurat/,"SURAT, Gujarat"
THE MODERN SCHOOL,Dr Shivani Sahni,Brindha Vasudevan,brindhakrm2021@gmail.com,9818558860,http://www.themodernschool.com,Faridabad
"THE MONTESSORI SCHOOL,",Ms. Bimla Varma,,,9897458034,,Dehradun
"The Mother""s International",milan mala,,,8178435550,,Gurugram
The Mother's International School,Ms. Sanghamitra Ghosh,,contact@themis.in,9810349020,,delhi
The Mothers International School,Ms Madhuri Motivaras,,info.tmis@gmail.com,03523- 02826223545-,http://www.tmisupleta.com,"RAJKOT, Gujarat"
the mothers prode high school,,,,,,Gurugram
The Mother’s International School,Smt. Milan Mala Sarin,"Shri Pranjal Jauhar, Chaiperson",contact@themis.in,"011-26964140, 8076598364",,"Delhi, Sri Aurobindo Marg"
The Navyandhra School,,,,8587824449,,Gurugram
The New Digamber Public School,Mr Winston Gomez,,principal@ndps.edu.in,0731- 4219200- 2462392,www.ndps.in,"INDORE, Madhya Pradesh"
The New Era Public School,Dr Dyuti Sardesai,,sandipanividya@outlook.com,0731- 0731-2545441-,http://www.svvindore.com,"INDORE, Madhya Pradesh"
The New Green Field Public Academy,Indra Mittal,,indramittal@gmail.com,0731- 2559177-,,"INDORE, Madhya Pradesh"
The New Tulip International School,Mrs Anjali Kwatra,,principal@thetulipschool.com,2717- 7819069210-,,"AHMEDABAD, Gujarat"
the oberoi school of integarted studies,Mr. SANJIV BATHLA,,,7252919150,,Dehradun
The Omni School,Mr Satish Niranjani,,principalommi@theomnischool.com,0731- 07312892324-,http://www.giisindore.org,"INDORE, Madhya Pradesh"
The Orbis School,Mrs Nalini Samuel,,principal.pune1@theorbisschool.com,020- 65608888-,http://www.thebisschool.com,"PUNE, Maharashtra"
The Orchid School,Sangeeta Kapoor,,contactus@theorchidschool.org,020- 65007681-,http://www.theorchidschool.org,"PUNE, Maharashtra"
The Oriental School,Swapna A Aphale,,maryashah05@gmail.com,- 0755-2529086-,http://www.theorientalschool.in/,"BHOPAL, Madhya Pradesh"
The Oxford Hr. Sec. School,Dr Beena J Kurian,,Principaloxfordschoolsehore@gmail.com,- 07562224656-,www.oxfordsehore.com,"SEHORE, Madhya Pradesh"
The Pacific International Public School Gwalior,Mr Pankaj Saraswat,,principalpips575@gmail.com,0751- 2469000-,,"GWALIOR, Madhya Pradesh"
The Paras World School,,,,,,Gurugram
The Pine Crest School,,,,,,Gurugram
The Pinnacle Global School,Ms Ashmi Jain,,info@thepinnacleglobalschool.com,- 07423223809-,www.thepinnacleglobalschool.com,"NEEMUCH, Madhya Pradesh"
The presidency IS,ravinder K juneja,,thepresidencyschool@gmail.com,8859005215,,Dehradun
The Radiant International School,Trushar Parmar,,10352@cbseshiksha.in,- 02616536531-,,"SURAT, Gujarat"
The Radient Higher Secondary School,Mr Brahmjit Singh Kushwah,,THERADIANTSCHOOL@YAHOO.COM,0751- 2920450-,,"GWALIOR, Madhya Pradesh"
the royal college,Bhupinder Kaur,,principal@royalcollege.in,9634058777,,Dehradun
The Royal Ecole,Mrs Sudha Nuguru,,principal.theroyalecole@gmail.com,- 07692220454-,http://www.theroyalecole.com,"SEONI, Madhya Pradesh"
The Royal Heritage Public School,Ashok Pradhan,,theroyalheritage9999@gmail.com,0761- 8462005206-,,"JABALPUR, Madhya Pradesh"
THE SAMARTH SCHOOL 110093 (2730096),promila Pagore,,,9810857913,,Delhi
"The Sanskar Valley Public School, Petlawad",Mr Harish Chawda,,harishchawda2011@gmail.com,0000- 8827753100-,,"JHABUA, Madhya Pradesh"
The Sanskriti Global School,Mrs Parampreet Kaur,,shikshaavsar@gmail.com,- 07367223777-,http://www.sanskritiglobalschool.com,"UJJAIN, Madhya Pradesh"
The Sanskriti School,Abhilasha Sharma,,principalsanskritischool@gmail.com,- 07869745983-,http://thesanskritischool.com,"BHOPAL, Madhya Pradesh"
The Sapphire School,Shilpika Massy,,info@sapphireschoolratlam.com,7412- 222033-,,"RATLAM, Madhya Pradesh"
The Sardana International School,Mrs Shweta Sardana,,sardanaintschool@outlook.com,- 07272-408042-,http://www.thesardanainternationalschool.com,"DEWAS, Madhya Pradesh"
The Scindia School,Dr Madhav Deo Saraswat,,principal@scindia.edu,0751- 2480750-,http://www.vishvabharti.c,"GWALIOR, Madhya Pradesh"
The Shikshiyan School,,,,,,Gurugram
The Shishu Kunj International Public School,Dr Lalita Singh,,lalita.singh@shishukunj.in,0731- 2810017- 2534656,,"INDORE, Madhya Pradesh"
"The Shishukunj International School, North Campus",Mrs Punita Nehru,,shishukunjint11@gmail.com,- 0000000000-,https://www.shishukunj.in,"INDORE, Madhya Pradesh"
The Shivhare International School,Mr Awasthi A B,,shivhareinternational67@gmail.com,7564- 9755819097-,http://www.shivhareinternational.com/,"SEHORE, Madhya Pradesh"
The Shri Ram Early Years,,,admission.tsey@shrieducare.com,012-42213388,,Play Schools
The Shri Ram millennium School,Ms. Anuradha Gupta,,info.gurugram@tsms.edu.in,"844 700 0281 ,+91 844 700 0283",,"Gurugram, sec-64(532051)"
The Shri Ram School,,,,,,"Delhi, Vasant Vihar_ICSE"
"The Shri Ram School, Moulsari, Gurgaon (Gurugram)",Ms Manisha Malhotra,,senior.school@tsrs.org,911244784400,,Gurugram
The Shri Ram School_ICSE,,,,,,"Gurugram, Aravali"
The Shri-G International School,Ms Urvija Bhati,,theshriginternationalschool@gmail.com,- 8085148899-,http://theshriginternationalschool.com,"INDORE, Madhya Pradesh"
The Shriram Millennium School,Ms. Sonali Gupta,"Shyam, Teacher",info.fbd@tsms.edu.in,"91-9999 594 838, +91-9953 929 999, 9745809943",,"Faridabad, Sector - 81"
The Sixth Element,,,preschool@sixthelement.net,8527274695,,Play Schools
THE SIXTH ELEMENT SCHOOL,,,sixthelementgurgaon@gmail.com,0124-4086466,,Play Schools
The Somaiya School,Ms Parveen Shaikh,,principal.tss@somaiya.edu,022- 022-66177202-,http://www.tss.somaiya.edu,"MUMBAI, Maharashtra"
The South Indian Cultural Association Senior Secondary School,Mrs. Ronika A. Valecha,,ravalecha3@gmail.com,0731- 8319015976-,,"INDORE, Madhya Pradesh"
The South Public School,Dr Mrunalini Dasture,,tsps.cbse@gmail.com,- 0712-,http://www.southpointschools.org,"NAGPUR, Maharashtra"
The Sparkles International School,Mrs Sangeeta Mehrotra,,thesparklesinternationalschool@gmail.com,- 07360253853-,www.thesparkles.co.in,"SHAJAPUR, Madhya Pradesh"
The Suman Nirmal Minda School,Mr Dr R P Singh,,rpsingh.csr@mindagroup.com,- 7434857071-,www.thesumannirmalmindaschool.com,"AHMEDABAD, Gujarat"
The Sunshine International School,Suhas Rao,,thesunshineinternationalschool@gmail.com,0281- 2925988-,http://www.sunshineinternationalschool.org,"RAJKOT, Gujarat"
The Swaminarayan School,Mrs Shweta Khandelwal,,baps15lsista@gmail.com,0712- 2790811- 2780865,,"NAGPUR, Maharashtra"
The Tons bridge school,MS BELA SEHGAL,,bela.sehgal@gmail.com,9808036880,,Dehradun
The Vardhaman Heights International School,Mrs Seelesh Sharma,,thevardhamanheights@gmail.com,- 9920564080-,http://www.vardhamanheights.in/,"UJJAIN, Madhya Pradesh"
The Vatsalya School,Mrs Vinita Arora,,rarora@vatsalyaschool.com,020- 26853181-,http://www.jspm.edu.in,"PUNE, Maharashtra"
The Venkateshwar School,,Mr Rajan,,9540904368,,"Gurugram, Sector 57, Gurugram"
The Vidhyanjali International School,Mrs Neeta Deshmukh,,vis.indore@gmail.com,0731- 07312892780-,http://www.vidhyanjalischool.com,"INDORE, Madhya Pradesh"
The Village Elementary Public School,Mrs. Sanjay Sharma,,thevillageelementary@gmail.com,- 075389826824512-,http://www.thevillageelementary.com,"MORENA, Madhya Pradesh"
The Vipra International Academy,Jai Prakash Mukharya,,vipra.international@rediffmail.com,- 9826557678-,,"SAGAR, Madhya Pradesh"
The Vits School,Ekta Awasthi,,principal.vitsschooljabalpur@gmail.com,- 0761-2905159-,http://www.thevitsschooljabalpur.com,"JABALPUR, Madhya Pradesh"
The Vits School Indore (M.P.),Jyoti Chaurasia,,principal.vitsschoolind@gmail.com,- 07313046077-,http://thevitsschool.in/,"INDORE, Madhya Pradesh"
The Vivekanda School,,,,,,Dehradun
The Westwood School,Bindi Thomas,,11274@cbseshiksha.in,- 8000020033-,www.thewestwoodschool.co.in,"RAJKOT, Gujarat"
The White Eagle School,Mr Pratap Chaudhari,,ks.devpur@gmail.com,2835- 283305-,,"KUTCH, Gujarat"
The Wood Stock School,Sandeep Gupta,,principalwoodstock@gmail.com,0751- 9329260973- 2470470,,"GWALIOR, Madhya Pradesh"
"The World School,Washim",Mrs Bhavana Manojkumar Sutwan,,wsc.washim@gmail.com,- 07252-,cssmworldschool.com,"WASHIM, Maharashtra"
The Yugantar International School,Archana Awasthi,,Yugantarinternational111@gmail.com,- 9644630111-,http://www.yugantarinternational.com,"UJJAIN, Madhya Pradesh"
Tilak Public School,Lily Roy,,prabhavathy@gmail.com,022- 27711481-,http://www.tilakedu.com/tps.htm,"THANE, Maharashtra"
Times Public School,G Venkatachalam,,timescompu@rediffmail.com,- 07812221374-,http://timespublicschooldm.como,"DAMOH, Madhya Pradesh"
"Tirupati International Public School, Katol",Mrs Himadyuti Shrivastava,,tipseducationkatol@gmail.com,- 9545588311-,http://www.tipskatol.com/,"NAGPUR, Maharashtra"
Tirupati International School,Anil Kumar Mishra,,principal@tirupatischool.org,2752- 232226-,,"SURENDRANAGAR, Gujarat"
Titans Public School,Anuradha R Deshmukh,,titanspublicschool.amt@gmail.com,- 07212580371-,http://www.titanspublicschoolamravati.com,"AMRAVATI, Maharashtra"
Titiksha Public School,MS. VIMMI JOLLY,Dr Anju Verma,info@titikshapublicschool.com,7011439403,,Delhi
Tomoae English School,Mr Ajit Tulshidas Jawanjal,,tomoae.school2018@gmail.com,- 07262242780-,tomoaeenglishschool.com,"BULDHANA, Maharashtra"
Toppers Academy,Praveen Samadhiya,,toppers_academy_narsinga@yahoo.in,7367- 7089098405-,,"UJJAIN, Madhya Pradesh"
"TOUCH WOOD SCHOOL,DEHRA DUN",Mrs. Meenakshi Saxena,,twsddn@gmail.com,9837300804,,Dehradun
Tree House,,,treehousefranchisee@gmail.com,7777049352,,Play Schools
Tree House High School,Mrs Shailja Batra,,principalvad@treehousehighschool.com,0265- 268172-,http://www.treehousehighschool.com,"VADODARA (BARODA), Gujarat"
Trimurti International School,Miss Manisha Manohar Chitale,,tistrimurtinagar@gmail.com,- 7887988134-,www.trimurtiinternationalschool.com,"AHMEDNAGAR, Maharashtra"
Trinity Convent Higher Secondary School,Mary Peenikkaparamban Thoman,,trinity_tcs@rediffmail.com,7592- 07592-250932-250204-,http://www.trinityvidisha.com,"VIDISHA, Madhya Pradesh"
Trinity International School,Dr Rupali Dhamdhere,,kjeitispune@gmail.com,020- 24269100--,http://www.trinityinternationalschool.in,"PUNE, Maharashtra"
Tripada English School,Dr Pratiksha Parikh,,pratiksha@tripada.com,- 07927477632-,http://www.tis.tripada.org,"AHMEDABAD, Gujarat"
Tripada Singapore Internationale’ School,Mrs. Sheela Karia,,tsiprincipal@tripada.edu.in,- 09687638282-,http://www.tripada.edu.in,"GANDHINAGAR, Gujarat"
Triumphal Arch Academy,Manubhai Patel,,50984@cbseshiksha.in,- 09770529296-,http://www.triumphalarch.in,"BURHANPUR, Madhya Pradesh"
"Trivir Public School, Bihar",,,,,,
Tss International School,Mr Veerbhan Singh Chauhan,,mail@tssinternational.org,0- 8871103000-,http://www.tssinternational.org,"MORENA, Madhya Pradesh"
tula international school,P - Mrigank Pandey-- 7579068281  / raunak jain - MD 94101 88000,,,9456577000,,Dehradun
Tuli Public School,Ms Anju Chopra,,chopraanju1963@gmail.com,0712- 6644323-,http://www.eduattuli.com,"NAGPUR, Maharashtra"
Tunga Village Cbse School,Yashoda Tripathi,,cbsetungavillage@gmail.com,- 91 91379 69681-,http://www.mcgmportal.com,"MUMBAI SUBURBAN, Maharashtra"
Twinkle English School,Mrs Shubhangi Narendra Pohekar,,twinkleenglishschool@gmail.com,- 09640786225-,www.twinkleenglishschool.com,"CHANDRAPUR, Maharashtra"
Twinkle Star English School,Khan Amena Shabbir,,devesh@nkspt.org,- 02482261199-,http://www.nkspt.org,"JALNA, Maharashtra"
Twinkling Star School,Pradnya Santosh Kshirsagar,,twinklingstarbeed@gmail.com,- 02442232555-,www.twinklingstarbeed.org,"BEED, Maharashtra"
Tyagi Public School,,,,,,Delhi
U S English Academy,Manpreet G Sohal,,manpreetsohal82@yahoo.com,2525- 645841-,http://www.ostwal.com,"THANE, Maharashtra"
Uday Public School,Raghvendra Thakur,,udaypublicschoolseoni@yahoo.co.in,7692- 228051-,,"SEONI, Madhya Pradesh"
Uddhav Academy English Medium School,Nishita Jayant Jadhav,,uddhavacademy2018@gmail.com,- 7720045940-,http://www.uddhavacademy.com,"AHMEDNAGAR, Maharashtra"
Udgam School For Children,Dr. Vijayalakshmi,,sujata.tandon@udgamschool.com,079- 71012345-,http://www.udgamschool.com,"AHMEDABAD, Gujarat"
Ujwal International School,Mrs Sheetal S Pandharkame,,ujwalinternational61@gmail.com,- 8793609999-,www.ujwalinternationalschools.com,"PUNE, Maharashtra"
"Ujwalatai Pawar Primary, Secondary And Higher Secondary English School",Mrs Shraddha Singh Shekhawat,,anandasuryawanshi01@gmail.com,- 0240-2644546-,http://www.upesnipani.com,"AURANGABAD, Maharashtra"
Ultroneous School Of Studies,Nidhi Hada,,pramodmishra.mba@gmail.com,0413- 0732240236-,,"MORENA, Madhya Pradesh"
Umme Khadija English Medium School,Abdul Gafoor Pm,,kharatv612@gmail.com,2358- 921944919-,,"RATNAGIRI, Maharashtra"
UNICOSMOS,Mrs.Joanna McQuaid,,admission@unicosmos.in,919560803800,,Gurugram
unison world school,mona khanna,,,99979 73014,,Dehradun
Universal Academy,Amit Chawda,,universalacademykanasiya@gmail.com,- 07363-233010-,,"UJJAIN, Madhya Pradesh"
Universal Academy School Tarana,Mr Rajesh Patidar,,universalacademytarana@gmail.com,- 9425428378-,,"UJJAIN, Madhya Pradesh"
Universal High School,Seema Gupta,,kalpesh.phalsamkar@universal.edu.in,- 7710036008-,http://www.aurangabad.universalhigh.edu.in,"AURANGABAD, Maharashtra"
Universal Knowledge School,Sanjivanee Suresh Deshmukh,,ukschool.satara@gmail.com,2162- 02162236374-,http://www.ukschool.in,"SATARA, Maharashtra"
University model school,,,,,,UP
University of Patanjali,Lalit Mohan,,divyayoga@divyayoga.com,1334240008,,Haridwar
Unnati Academy,Rajendra Kumar Sahu,,unnatiacademybadnawar@hotmail.com,91- 07295232400-,,"DHAR, Madhya Pradesh"
Unnati English Academy,Mrs.Sonal Dennis Choksi,,unnati.sdrums@gmail.com,- 02612222499-,http://unnatienglishacademy.co.in,"SURAT, Gujarat"
Urmi School,Sharat Deep Mathur,,sharatdeepm@gmail.com,0265- 2712611-,,"VADODARA (BARODA), Gujarat"
Usa Vidya Niketan,Sunit Kumar Dubey,,usavidyaniketan@yahoo.co.in,7183- 233360-,http://www.facorgroup.in,"BHANDARA, Maharashtra"
Uttam School for Girls,Ms.Sharmila Raheja,,uttamschool@gmail.com,8130499590,,ghaziabad
Uttaranchal University,S.C. Joshi,,vc@uttaranchaluniversity.ac.in,9557020086,,Haridwar
Utthan Sewa Santhan-Anand Niketan Maninagar,Ms Dipanjali Saha,,shilpa.shah@anandniketan.org,079- 29708585-,http://www.anandniketan.org,"AHMEDABAD, Gujarat"
V Care International School,Mr Chandrababu B,,pcjcare@gmail.com,- 02621292959-,www.vcareinternationalschool.in,"SURAT, Gujarat"
V. R. Scholarden School,Shyamsunder Tanaji Koli,,vrscholarden@gmail.com,- 02402390934-,www.vrscholarden.com,"AURANGABAD, Maharashtra"
V.P.Ms B.R.Tol English High School,Mrs Shubhangi P Potphode,,angelina.nelson@gmail.com,022- 25634894-,,"MUMBAI, Maharashtra"
V.S.G. International School,Santosh Kumar Nishad,,vsgnavsari@gmail.com,2637- 09426920833--,http://www.vsginternationalschool.in,"NAVSARI, Gujarat"
VAATSALYA PLAY SCHOOL & DAY CARE,,,enquiry@vaatsalya.co.in,9810107207,,Play Schools
Vagad Pace Global School,Dr Neeru Tyagi,,vagadprincipal@gmail.com,0000- 7028477779-,,"THANE, Maharashtra"
Vagdevi Vidyapeeth,Mr. Govind Prasad Daruka,,principalvidyapeeth@gmail.com,- 9993120120-,WWW.VIDYAPEETH.NET,"KHARGONE, Madhya Pradesh"
Vaidik Convent Higher Secondary School,Thanendra Kumar Turkar,,schoolvaidikconvent@gmail.com,- 9669678123-,www.vaidikconvent.com,"BALAGHAT, Madhya Pradesh"
Vaishnavi Public Academy,Ravindra Jhade,,anurag28571@gmail.com,- 0714122635-,,"BETUL, Madhya Pradesh"
Vallabh Ashram'S M G M Amin & V N Savani School,R P Maurya,,principal.mgm@vallabhashram.in,0260- 2404321-,,"VALSAD, Gujarat"
Vallabh Ashram's Mgm Amin & V N Savani School,Mr.R.P Maurya,,school.mgm@vallabhashram.in,9712869791,,gujarat
Valley Green Public School,Dr Rita Sharma,,valleygreenpublicschool@gmail.com,0751- 2432575-,,"GWALIOR, Madhya Pradesh"
Vanasthali Public School,,,,,,Noida
Vanasthali Vidya Valley,Mrs Dolly Yadav,,vanasthalividyavalley.in@gmail.com,- 09109916689-,www.vanasthalividyavalley.com,"SHIVPURI, Madhya Pradesh"
Vandana Convent School,Sr Shiny Thomas,,srpreetim@gmail.com,7542- 225421-,,"GUNA, Madhya Pradesh"
Vandana International,,,,,,Delhi
Vankhandeshwar Vidyapeeth,Mr Ramesh Prasad Sharma,,sharmarameshprsad@gmail.com,7538- 255588-,http://www.satlujedu.com,"MORENA, Madhya Pradesh"
vantage hall,seema sharda,,principal@vantagehall.org,8384857699,,Dehradun
Vardhaman Public School,Varsha Mishra,,varshamishra81@gmail.com,7572- 290399-,,"HOSHANGABAD, Madhya Pradesh"
Vardhaman Universe Academy English School Jalgaon,Dr Ashish C Ajmera,,ashish.vardhaman@gmail.com,- 912572240091-,http://www.skooladmission.com/india/vardhaman,"JALGAON, Maharashtra"
Varni Digamber Jain Gurukul H.S. School,Anjila Chaturvedi,,krrish.2036@gmail.com,091- 9424690607-,http://www.varnigurukul.org,"JABALPUR, Madhya Pradesh"
Vasant International Public School,Mrs Varsha Jain,,vipsmultai123@gmail.com,8725- 9009423044--,http://www.vipsmultai.com,"BETUL, Madhya Pradesh"
Vasant Valley School,Sharmila Bakshi,"Avmeet(Science), Teacher",info@vasantvalley.edu.in,"41767940, 9779117768",,"Delhi, Vasant Kunj,(2730233)"
"Vasant Valley School,",Sharmila Bakshi,,,,,Delhi
Vasantiben And Chandubhai Patel English School,Dr P V Satya Ramesh,,nimeshsir@gmail.com,2692- 233325-,www.vandcpeschool.edu.in,"ANAND, Gujarat"
Vasishtha Genesis School,Mrs Aaradhana Verma,,vgsbardoli@gmail.com,2622- 02622225542-,http://www.vasishthagenesisschool.ac.in,"SURAT, Gujarat"
Vatsalaya Public School,Dr Avinash Shrivastava,,principalvatsalya55@gmail.com,7422- 232268- 255042,,"MANDSAUR, Madhya Pradesh"
Vatsalya International School,Mr Jeyashekar Benjamin Daniel,,principalvatsalya@gmail.com,2696- 224217-,http://www.yahoo.com,"ANAND, Gujarat"
Vatsalya Public School,Vandana Mishra,,vatsalyabasoda@gmail.com,- 9301636074-,www.vatsalyabasoda.com,"VIDISHA, Madhya Pradesh"
Vatsalya Senior Secondary School,Mrs Alka Shrivastava,,alkashriv@yahoo.co.in,7582- 223330-,www.vatsalyavidisha.com,"SAGAR, Madhya Pradesh"
Veda Vyasa DAV Public School,Ms. Shalini Arora,,info@vvdav.com,9811770804,,delhi
Vedaant Multipurpose School,Ms Shikha Singh,,info.vedaantmultipurposeschool@gmail.com,- 9879058142-,http://www.vedaantschool.com,"VALSAD, Gujarat"
Vedaant Vidhyakulum,Mrs Moulshree Jain,,vedaantvidhyakulam@gmail.com,- 07312623977-,WWW.VEDAANT.ORG,"INDORE, Madhya Pradesh"
